eap_id,eap_padrao,etapa_seq,etapa_nome,dt_inicio,dt_fim,duracao_dias,status_etapa,responsavel
EAP-2023-01399,Contratação de Serviços,2,Complementação de Informações,2023-07-31,2023-08-13,13.0,Concluída,Equipe Técnica
EAP-2023-01399,Contratação de Serviços,3,Elaboração do Edital,2023-08-13,2023-09-02,20.0,Concluída,Equipe Técnica
EAP-2023-01399,Contratação de Serviços,4,Publicação do Edital,2023-09-02,2023-09-05,3.0,Concluída,Pregoeiro
EAP-2023-01399,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2023-09-05,2023-09-17,12.0,Concluída,Externo
EAP-2023-01399,Contratação de Serviços,6,Sessão de Disputa,2023-09-17,2023-09-18,1.0,Concluída,Pregoeiro
EAP-2023-01399,Contratação de Serviços,7,Habilitação,2023-09-18,2023-09-28,10.0,Concluída,Pregoeiro
EAP-2023-01399,Contratação de Serviços,8,Declaração de Vencedor,2023-09-28,2023-10-01,3.0,Concluída,Pregoeiro
EAP-2023-01399,Contratação de Serviços,9,Convocação para Assinatura,2023-10-01,2023-10-11,10.0,Concluída,Gestor do Contrato
EAP-2023-01399,Contratação de Serviços,10,Assinatura do Contrato,2023-10-11,2023-10-16,5.0,Concluída,Ordenador
EAP-2023-01400,ARP Bens,1,Análise da Demanda,2023-07-06,2023-07-16,10.0,Concluída,Equipe Técnica
EAP-2023-01400,ARP Bens,2,Complementação de Informações,2023-07-16,2023-07-29,13.0,Concluída,Equipe Técnica
EAP-2023-01400,ARP Bens,3,Elaboração do Edital,2023-07-29,2023-08-17,19.0,Concluída,Equipe Técnica
EAP-2023-01400,ARP Bens,4,Publicação do Edital,2023-08-17,2023-08-20,3.0,Concluída,Pregoeiro
EAP-2023-01400,ARP Bens,5,Prazo de Elaboração das Propostas,2023-08-20,2023-08-27,7.0,Concluída,Externo
EAP-2023-01400,ARP Bens,6,Sessão de Disputa,2023-08-27,2023-08-28,1.0,Concluída,Pregoeiro
EAP-2023-01400,ARP Bens,7,Habilitação,2023-08-28,2023-09-08,11.0,Concluída,Pregoeiro
EAP-2023-01400,ARP Bens,8,Declaração de Vencedor,2023-09-08,2023-09-11,3.0,Concluída,Pregoeiro
EAP-2023-01400,ARP Bens,9,Convocação para Assinatura,2023-09-11,2023-09-14,3.0,Concluída,Gestor do Contrato
EAP-2023-01400,ARP Bens,10,Assinatura do Contrato,2023-09-14,2023-09-16,2.0,Concluída,Ordenador
EAP-2024-01401,ARP Engenharia,1,Análise da Demanda,2024-01-20,2024-02-12,23.0,Concluída,Equipe Técnica
EAP-2024-01401,ARP Engenharia,2,Complementação de Informações,2024-02-12,2024-02-21,9.0,Concluída,Equipe Técnica
EAP-2024-01401,ARP Engenharia,3,Elaboração do Edital,2024-02-21,2024-04-11,50.0,Concluída,Equipe Técnica
EAP-2024-01401,ARP Engenharia,4,Publicação do Edital,2024-04-11,2024-04-17,6.0,Concluída,Pregoeiro
EAP-2024-01401,ARP Engenharia,5,Prazo de Elaboração das Propostas,2024-04-17,2024-05-08,21.0,Concluída,Externo
EAP-2024-01401,ARP Engenharia,6,Sessão de Disputa,2024-05-08,2024-05-09,1.0,Concluída,Pregoeiro
EAP-2024-01401,ARP Engenharia,7,Habilitação,2024-05-09,2024-05-24,15.0,Concluída,Pregoeiro
EAP-2024-01401,ARP Engenharia,8,Declaração de Vencedor,2024-05-24,2024-05-28,4.0,Concluída,Pregoeiro
EAP-2024-01401,ARP Engenharia,9,Convocação para Assinatura,2024-05-28,2024-06-03,6.0,Concluída,Gestor do Contrato
EAP-2024-01401,ARP Engenharia,10,Assinatura do Contrato,2024-06-03,2024-06-04,1.0,Concluída,Ordenador
EAP-2024-01402,ARP Engenharia,1,Análise da Demanda,2024-08-20,2024-09-14,25.0,Concluída,Equipe Técnica
EAP-2024-01402,ARP Engenharia,2,Complementação de Informações,2024-09-14,2024-09-24,10.0,Concluída,Equipe Técnica
EAP-2024-01402,ARP Engenharia,3,Elaboração do Edital,2024-09-24,2024-10-18,24.0,Concluída,Equipe Técnica
EAP-2024-01402,ARP Engenharia,4,Publicação do Edital,2024-10-18,2024-10-20,2.0,Concluída,Pregoeiro
EAP-2024-01402,ARP Engenharia,5,Prazo de Elaboração das Propostas,2024-10-20,2024-11-06,17.0,Concluída,Externo
EAP-2024-01402,ARP Engenharia,6,Sessão de Disputa,2024-11-06,2024-11-07,1.0,Concluída,Pregoeiro
EAP-2024-01402,ARP Engenharia,7,Habilitação,2024-11-07,2024-11-13,6.0,Concluída,Pregoeiro
EAP-2024-01402,ARP Engenharia,8,Declaração de Vencedor,2024-11-13,2024-11-18,5.0,Concluída,Pregoeiro
EAP-2024-01402,ARP Engenharia,9,Convocação para Assinatura,2024-11-18,2024-11-24,6.0,Concluída,Gestor do Contrato
EAP-2024-01402,ARP Engenharia,10,Assinatura do Contrato,2024-11-24,2024-11-28,4.0,Concluída,Ordenador
EAP-2022-01403,Contratação Direta por Limite de Valor,1,Análise de Conformidade,2022-02-04,2022-02-11,7.0,Concluída,Equipe Técnica
EAP-2022-01403,Contratação Direta por Limite de Valor,2,Complementação de Informações,2022-02-11,2022-02-12,1.0,Concluída,Equipe Técnica
EAP-2022-01403,Contratação Direta por Limite de Valor,3,Verificação de Documentação,2022-02-12,2022-02-13,1.0,Concluída,Equipe Técnica
EAP-2022-01403,Contratação Direta por Limite de Valor,4,Ratificação/Aprovação,2022-02-13,2022-02-14,1.0,Concluída,Ordenador
EAP-2022-01403,Contratação Direta por Limite de Valor,5,Convocação para Assinatura,2022-02-14,2022-02-22,8.0,Concluída,Gestor do Contrato
EAP-2022-01403,Contratação Direta por Limite de Valor,6,Assinatura do Contrato,2022-02-22,2022-02-25,3.0,Concluída,Ordenador
EAP-2022-01404,ARP Bens,1,Análise da Demanda,2022-04-07,2022-04-19,12.0,Concluída,Equipe Técnica
EAP-2022-01404,ARP Bens,2,Complementação de Informações,2022-04-19,2022-04-29,10.0,Concluída,Equipe Técnica
EAP-2022-01404,ARP Bens,3,Elaboração do Edital,2022-04-29,2022-05-24,25.0,Concluída,Equipe Técnica
EAP-2022-01404,ARP Bens,4,Publicação do Edital,2022-05-24,2022-05-25,1.0,Concluída,Pregoeiro
EAP-2022-01404,ARP Bens,5,Prazo de Elaboração das Propostas,,,,Pendente,Externo
EAP-2022-01404,ARP Bens,6,Sessão de Disputa,,,,Pendente,Pregoeiro
EAP-2022-01404,ARP Bens,7,Habilitação,,,,Pendente,Pregoeiro
EAP-2022-01404,ARP Bens,8,Declaração de Vencedor,,,,Pendente,Pregoeiro
EAP-2022-01404,ARP Bens,9,Convocação para Assinatura,,,,Pendente,Gestor do Contrato
EAP-2022-01404,ARP Bens,10,Assinatura do Contrato,,,,Pendente,Ordenador
EAP-2022-01405,Contratação de Serviços,1,Análise da Demanda,2022-01-11,2022-01-18,7.0,Concluída,Equipe Técnica
EAP-2022-01405,Contratação de Serviços,2,Complementação de Informações,2022-01-18,2022-01-25,7.0,Concluída,Equipe Técnica
EAP-2022-01405,Contratação de Serviços,3,Elaboração do Edital,2022-01-25,2022-02-17,23.0,Concluída,Equipe Técnica
EAP-2022-01405,Contratação de Serviços,4,Publicação do Edital,2022-02-17,2022-02-18,1.0,Concluída,Pregoeiro
EAP-2022-01405,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2022-02-18,2022-03-07,17.0,Concluída,Externo
EAP-2022-01405,Contratação de Serviços,6,Sessão de Disputa,2022-03-07,2022-03-08,1.0,Concluída,Pregoeiro
EAP-2022-01405,Contratação de Serviços,7,Habilitação,2022-03-08,2022-03-22,14.0,Concluída,Pregoeiro
EAP-2022-01405,Contratação de Serviços,8,Declaração de Vencedor,2022-03-22,2022-03-24,2.0,Concluída,Pregoeiro
EAP-2022-01405,Contratação de Serviços,9,Convocação para Assinatura,2022-03-24,2022-03-29,5.0,Concluída,Gestor do Contrato
EAP-2022-01405,Contratação de Serviços,10,Assinatura do Contrato,2022-03-29,2022-04-07,9.0,Concluída,Ordenador
EAP-2023-01406,ARP Engenharia,1,Análise da Demanda,2023-01-20,2023-02-03,14.0,Concluída,Equipe Técnica
EAP-2023-01406,ARP Engenharia,2,Complementação de Informações,2023-02-03,2023-02-11,8.0,Concluída,Equipe Técnica
EAP-2023-01406,ARP Engenharia,3,Elaboração do Edital,2023-02-11,2023-03-11,28.0,Concluída,Equipe Técnica
EAP-2023-01406,ARP Engenharia,4,Publicação do Edital,2023-03-11,2023-03-14,3.0,Concluída,Pregoeiro
EAP-2023-01406,ARP Engenharia,5,Prazo de Elaboração das Propostas,,,,Não Realizada,Externo
EAP-2023-01406,ARP Engenharia,6,Sessão de Disputa,,,,Não Realizada,Pregoeiro
EAP-2023-01406,ARP Engenharia,7,Habilitação,,,,Não Realizada,Pregoeiro
EAP-2023-01406,ARP Engenharia,8,Declaração de Vencedor,,,,Não Realizada,Pregoeiro
EAP-2023-01406,ARP Engenharia,9,Convocação para Assinatura,,,,Não Realizada,Gestor do Contrato
EAP-2023-01406,ARP Engenharia,10,Assinatura do Contrato,,,,Não Realizada,Ordenador
EAP-2025-01407,Contratação Direta por Limite de Valor,1,Análise de Conformidade,2025-11-27,2025-12-10,13.0,Concluída,Equipe Técnica
EAP-2025-01407,Contratação Direta por Limite de Valor,2,Complementação de Informações,2025-12-10,2025-12-14,4.0,Concluída,Equipe Técnica
EAP-2025-01407,Contratação Direta por Limite de Valor,3,Verificação de Documentação,2025-12-14,2025-12-21,7.0,Concluída,Equipe Técnica
EAP-2025-01407,Contratação Direta por Limite de Valor,4,Ratificação/Aprovação,2025-12-21,2025-12-26,5.0,Concluída,Ordenador
EAP-2025-01407,Contratação Direta por Limite de Valor,5,Convocação para Assinatura,2025-12-26,2025-12-29,3.0,Concluída,Gestor do Contrato
EAP-2025-01407,Contratação Direta por Limite de Valor,6,Assinatura do Contrato,2025-12-29,2025-12-30,1.0,Concluída,Ordenador
EAP-2023-01408,ARP Bens,1,Análise da Demanda,2023-09-22,2023-10-03,11.0,Concluída,Equipe Técnica
EAP-2023-01408,ARP Bens,2,Complementação de Informações,2023-10-03,2023-10-11,8.0,Concluída,Equipe Técnica
EAP-2023-01408,ARP Bens,3,Elaboração do Edital,2023-10-11,2023-11-02,22.0,Concluída,Equipe Técnica
EAP-2023-01408,ARP Bens,4,Publicação do Edital,2023-11-02,2023-11-04,2.0,Concluída,Pregoeiro
EAP-2023-01408,ARP Bens,5,Prazo de Elaboração das Propostas,2023-11-04,2023-11-14,10.0,Concluída,Externo
EAP-2023-01408,ARP Bens,6,Sessão de Disputa,2023-11-14,2023-11-15,1.0,Concluída,Pregoeiro
EAP-2023-01408,ARP Bens,7,Habilitação,2023-11-15,2023-11-20,5.0,Concluída,Pregoeiro
EAP-2023-01408,ARP Bens,8,Declaração de Vencedor,2023-11-20,2023-11-23,3.0,Concluída,Pregoeiro
EAP-2023-01408,ARP Bens,9,Convocação para Assinatura,2023-11-23,2023-11-26,3.0,Concluída,Gestor do Contrato
EAP-2023-01408,ARP Bens,10,Assinatura do Contrato,2023-11-26,2023-12-02,6.0,Concluída,Ordenador
EAP-2024-01409,Contratação de Serviços,1,Análise da Demanda,2024-01-25,2024-02-07,13.0,Concluída,Equipe Técnica
EAP-2024-01409,Contratação de Serviços,2,Complementação de Informações,2024-02-07,2024-02-25,18.0,Concluída,Equipe Técnica
EAP-2024-01409,Contratação de Serviços,3,Elaboração do Edital,2024-02-25,2024-03-18,22.0,Concluída,Equipe Técnica
EAP-2024-01409,Contratação de Serviços,4,Publicação do Edital,2024-03-18,2024-03-21,3.0,Concluída,Pregoeiro
EAP-2024-01409,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2024-03-21,2024-04-04,14.0,Concluída,Externo
EAP-2024-01409,Contratação de Serviços,6,Sessão de Disputa,2024-04-04,2024-04-05,1.0,Concluída,Pregoeiro
EAP-2024-01409,Contratação de Serviços,7,Habilitação,2024-04-05,2024-04-20,15.0,Concluída,Pregoeiro
EAP-2024-01409,Contratação de Serviços,8,Declaração de Vencedor,2024-04-20,2024-04-23,3.0,Concluída,Pregoeiro
EAP-2024-01409,Contratação de Serviços,9,Convocação para Assinatura,2024-04-23,2024-05-01,8.0,Concluída,Gestor do Contrato
EAP-2024-01409,Contratação de Serviços,10,Assinatura do Contrato,2024-05-01,2024-05-08,7.0,Concluída,Ordenador
EAP-2022-01410,Contratação de Serviços,1,Análise da Demanda,2022-03-25,2022-04-13,19.0,Concluída,Equipe Técnica
EAP-2022-01410,Contratação de Serviços,2,Complementação de Informações,2022-04-13,2022-04-16,3.0,Concluída,Equipe Técnica
EAP-2022-01410,Contratação de Serviços,3,Elaboração do Edital,2022-04-16,2022-05-19,33.0,Concluída,Equipe Técnica
EAP-2022-01410,Contratação de Serviços,4,Publicação do Edital,2022-05-19,2022-05-23,4.0,Concluída,Pregoeiro
EAP-2022-01410,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2022-05-23,2022-06-12,20.0,Concluída,Externo
EAP-2022-01410,Contratação de Serviços,6,Sessão de Disputa,2022-06-12,2022-06-13,1.0,Concluída,Pregoeiro
EAP-2022-01410,Contratação de Serviços,7,Habilitação,2022-06-13,2022-06-16,3.0,Concluída,Pregoeiro
EAP-2022-01410,Contratação de Serviços,8,Declaração de Vencedor,2022-06-16,2022-06-18,2.0,Concluída,Pregoeiro
EAP-2022-01410,Contratação de Serviços,9,Convocação para Assinatura,2022-06-18,2022-06-28,10.0,Concluída,Gestor do Contrato
EAP-2022-01410,Contratação de Serviços,10,Assinatura do Contrato,2022-06-28,2022-06-29,1.0,Concluída,Ordenador
EAP-2024-01411,Inexigibilidade,1,Análise de Conformidade,2024-02-05,2024-02-19,14.0,Concluída,Equipe Técnica
EAP-2024-01411,Inexigibilidade,2,Justificativa de Inexigibilidade,2024-02-19,2024-03-02,12.0,Concluída,Equipe Técnica
EAP-2024-01411,Inexigibilidade,3,Ratificação,2024-03-02,2024-03-07,5.0,Concluída,Ordenador
EAP-2024-01411,Inexigibilidade,4,Convocação para Assinatura,2024-03-07,2024-03-13,6.0,Concluída,Gestor do Contrato
EAP-2024-01411,Inexigibilidade,5,Assinatura do Contrato,2024-03-13,2024-03-15,2.0,Concluída,Ordenador
EAP-2025-01412,Contratação Direta por Limite de Valor,1,Análise de Conformidade,2025-10-15,2025-10-24,9.0,Concluída,Equipe Técnica
EAP-2025-01412,Contratação Direta por Limite de Valor,2,Complementação de Informações,2025-10-24,2025-10-28,4.0,Concluída,Equipe Técnica
EAP-2025-01412,Contratação Direta por Limite de Valor,3,Verificação de Documentação,2025-10-28,2025-11-01,4.0,Concluída,Equipe Técnica
EAP-2025-01412,Contratação Direta por Limite de Valor,4,Ratificação/Aprovação,2025-11-01,2025-11-04,3.0,Concluída,Ordenador
EAP-2025-01412,Contratação Direta por Limite de Valor,5,Convocação para Assinatura,2025-11-04,2025-11-11,7.0,Concluída,Gestor do Contrato
EAP-2025-01412,Contratação Direta por Limite de Valor,6,Assinatura do Contrato,2025-11-11,2025-11-13,2.0,Concluída,Ordenador
EAP-2024-01413,Contratação de Serviços,1,Análise da Demanda,2024-08-20,2024-09-03,14.0,Concluída,Equipe Técnica
EAP-2024-01413,Contratação de Serviços,2,Complementação de Informações,2024-09-03,2024-09-13,10.0,Concluída,Equipe Técnica
EAP-2024-01413,Contratação de Serviços,3,Elaboração do Edital,2024-09-13,2024-10-05,22.0,Concluída,Equipe Técnica
EAP-2024-01413,Contratação de Serviços,4,Publicação do Edital,2024-10-05,2024-10-07,2.0,Concluída,Pregoeiro
EAP-2024-01413,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2024-10-07,2024-10-17,10.0,Concluída,Externo
EAP-2024-01413,Contratação de Serviços,6,Sessão de Disputa,2024-10-17,2024-10-18,1.0,Concluída,Pregoeiro
EAP-2024-01413,Contratação de Serviços,7,Habilitação,2024-10-18,2024-10-28,10.0,Concluída,Pregoeiro
EAP-2024-01413,Contratação de Serviços,8,Declaração de Vencedor,2024-10-28,2024-10-30,2.0,Concluída,Pregoeiro
EAP-2024-01413,Contratação de Serviços,9,Convocação para Assinatura,2024-10-30,2024-11-08,9.0,Concluída,Gestor do Contrato
EAP-2024-01413,Contratação de Serviços,10,Assinatura do Contrato,2024-11-08,2024-11-12,4.0,Concluída,Ordenador
EAP-2024-01414,ARP Engenharia,1,Análise da Demanda,2024-12-22,2025-01-04,13.0,Concluída,Equipe Técnica
EAP-2024-01414,ARP Engenharia,2,Complementação de Informações,2025-01-04,2025-01-21,17.0,Concluída,Equipe Técnica
EAP-2024-01414,ARP Engenharia,3,Elaboração do Edital,2025-01-21,2025-03-05,43.0,Concluída,Equipe Técnica
EAP-2024-01414,ARP Engenharia,4,Publicação do Edital,2025-03-05,2025-03-08,3.0,Concluída,Pregoeiro
EAP-2024-01414,ARP Engenharia,5,Prazo de Elaboração das Propostas,2025-03-08,2025-04-09,32.0,Concluída,Externo
EAP-2024-01414,ARP Engenharia,6,Sessão de Disputa,2025-04-09,2025-04-10,1.0,Concluída,Pregoeiro
EAP-2024-01414,ARP Engenharia,7,Habilitação,2025-04-10,2025-04-19,9.0,Concluída,Pregoeiro
EAP-2024-01414,ARP Engenharia,8,Declaração de Vencedor,2025-04-19,2025-04-21,2.0,Concluída,Pregoeiro
EAP-2024-01414,ARP Engenharia,9,Convocação para Assinatura,2025-04-21,2025-05-08,17.0,Concluída,Gestor do Contrato
EAP-2024-01414,ARP Engenharia,10,Assinatura do Contrato,2025-05-08,2025-05-18,10.0,Concluída,Ordenador
EAP-2023-01415,Contratação Direta por Limite de Valor,1,Análise de Conformidade,2023-05-10,2023-05-20,10.0,Concluída,Equipe Técnica
EAP-2023-01415,Contratação Direta por Limite de Valor,2,Complementação de Informações,2023-05-20,2023-05-25,5.0,Concluída,Equipe Técnica
EAP-2023-01415,Contratação Direta por Limite de Valor,3,Verificação de Documentação,2023-05-25,2023-05-27,2.0,Concluída,Equipe Técnica
EAP-2023-01415,Contratação Direta por Limite de Valor,4,Ratificação/Aprovação,2023-05-27,2023-05-30,3.0,Concluída,Ordenador
EAP-2023-01415,Contratação Direta por Limite de Valor,5,Convocação para Assinatura,2023-05-30,2023-06-01,2.0,Concluída,Gestor do Contrato
EAP-2023-01415,Contratação Direta por Limite de Valor,6,Assinatura do Contrato,2023-06-01,2023-06-05,4.0,Concluída,Ordenador
EAP-2024-01416,ARP Bens,1,Análise da Demanda,2024-08-11,2024-08-25,14.0,Concluída,Equipe Técnica
EAP-2024-01416,ARP Bens,2,Complementação de Informações,2024-08-25,2024-09-05,11.0,Concluída,Equipe Técnica
EAP-2024-01416,ARP Bens,3,Elaboração do Edital,2024-09-05,2024-09-18,13.0,Concluída,Equipe Técnica
EAP-2024-01416,ARP Bens,4,Publicação do Edital,2024-09-18,2024-09-21,3.0,Concluída,Pregoeiro
EAP-2024-01416,ARP Bens,5,Prazo de Elaboração das Propostas,2024-09-21,2024-09-28,7.0,Concluída,Externo
EAP-2024-01416,ARP Bens,6,Sessão de Disputa,2024-09-28,2024-09-29,1.0,Concluída,Pregoeiro
EAP-2024-01416,ARP Bens,7,Habilitação,2024-09-29,2024-10-11,12.0,Concluída,Pregoeiro
EAP-2024-01416,ARP Bens,8,Declaração de Vencedor,2024-10-11,2024-10-13,2.0,Concluída,Pregoeiro
EAP-2024-01416,ARP Bens,9,Convocação para Assinatura,2024-10-13,2024-10-18,5.0,Concluída,Gestor do Contrato
EAP-2024-01416,ARP Bens,10,Assinatura do Contrato,2024-10-18,2024-10-23,5.0,Concluída,Ordenador
EAP-2025-01417,Contratação de Serviços,1,Análise da Demanda,2025-08-01,2025-08-25,24.0,Concluída,Equipe Técnica
EAP-2025-01417,Contratação de Serviços,2,Complementação de Informações,2025-08-25,2025-09-06,12.0,Concluída,Equipe Técnica
EAP-2025-01417,Contratação de Serviços,3,Elaboração do Edital,2025-09-06,2025-10-07,31.0,Concluída,Equipe Técnica
EAP-2025-01417,Contratação de Serviços,4,Publicação do Edital,2025-10-07,2025-10-09,2.0,Concluída,Pregoeiro
EAP-2025-01417,Contratação de Serviços,5,Prazo de Elaboração das Propostas,2025-10-09,2025-10-23,14.0,Concluída,Externo
EAP-2025-01417,Contratação de Serviços,6,Sessão de Disputa,2025-10-23,2025-10-24,1.0,Concluída,Pregoeiro
EAP-2025-01417,Contratação de Serviços,7,Habilitação,2025-10-24,2025-10-27,3.0,Concluída,Pregoeiro
EAP-2025-01417,Contratação de Serviços,8,Declaração de Vencedor,2025-10-27,2025-10-31,4.0,Concluída,Pregoeiro
EAP-2025-01417,Contratação de Serviços,9,Convocação para Assinatura,2025-10-31,2025-11-09,9.0,Concluída,Gestor do Contrato
EAP-2025-01417,Contratação de Serviços,10,Assinatura do Contrato,2025-11-09,2025-11-15,6.0,Concluída,Ordenador
EAP-2023-01418,Contratação Direta Exceto Limite de Valor,1,Análise de Conformidade,2023-02-02,2023-02-12,10.0,Concluída,Equipe Técnica
EAP-2023-01418,Contratação Direta Exceto Limite de Valor,2,Complementação de Informações,2023-02-12,2023-02-19,7.0,Concluída,Equipe Técnica
EAP-2023-01418,Contratação Direta Exceto Limite de Valor,3,Verificação de Documentação,2023-02-19,2023-02-27,8.0,Concluída,Equipe Técnica
EAP-2023-01418,Contratação Direta Exceto Limite de Valor,4,Ratificação/Aprovação,2023-02-27,,,Em Andamento,Ordenador
EAP-2023-01418,Contratação Direta Exceto Limite de Valor,5,Convocação para Assinatura,,,,Pendente,Gestor do Contrato
EAP-2023-01418,Contratação Direta Exceto Limite de Valor,6,Assinatura do Contrato,,,,Pendente,Ordenador
EAP-2022-01419,Contratação Direta por Limite de Valor,1,Análise de Conformidade,2022-07-29,2022-08-13,15.0,Concluída,Equipe Técnica
EAP-2022-01419,Contratação Direta por Limite de Valor,2,Complementação de Informações,2022-08-13,2022-08-20,7.0,Concluída,Equipe Técnica
EAP-2022-01419,Contratação Direta por Limite de Valor,3,Verificação de Documentação,2022-08-20,2022-08-24,4.0,Concluída,Equipe Técnica
EAP-2022-01419,Contratação Direta por Limite de Valor,4,Ratificação/Aprovação,2022-08-24,2022-08-27,3.0,Concluída,Ordenador
EAP-2022-01419,Contratação Direta por Limite de Valor,5,Convocação para Assinatura,2022-08-27,2022-09-01,5.0,Concluída,Gestor do Contrato
EAP-2022-01419,Contratação Direta por Limite de Valor,6,Assinatura do Contrato,2022-09-01,2022-09-04,3.0,Concluída,Ordenador
EAP-2023-01420,ARP Bens,1,Análise da Demanda,2023-05-09,2023-05-25,16.0,Concluída,Equipe Técnica
EAP-2023-01420,ARP Bens,2,Complementação de Informações,2023-05-25,2023-06-04,10.0,Concluída,Equipe Técnica
EAP-2023-01420,ARP Bens,3,Elaboração do Edital,2023-06-04,2023-06-21,17.0,Concluída,Equipe Técnica
EAP-2023-01420,ARP Bens,4,Publicação do Edital,2023-06-21,2023-06-24,3.0,Concluída,Pregoeiro
EAP-2023-01420,ARP Bens,5,Prazo de Elaboração das Propostas,2023-06-24,2023-07-13,19.0,Concluída,Externo
EAP-2023-01420,ARP Bens,6,Sessão de Disputa,2023-07-13,2023-07-14,1.0,Concluída,Pregoeiro
EAP-2023-01420,ARP Bens,7,Habilitação,2023-07-14,2023-07-22,8.0,Concluída,Pregoeiro
EAP-2023-01420,ARP Bens,8,Declaração de Vencedor,2023-07-22,2023-07-24,2.0,Concluída,Pregoeiro
EAP-2023-01420,ARP Bens,9,Convocação para Assinatura,2023-07-24,2023-07-31,7.0,Concluída,Gestor do Contrato
EAP-2023-01420,ARP Bens,10,Assinatura do Contrato,2023-07-31,2023-08-06,6.0,Concluída,Ordenador
EAP-2025-01421,ARP Bens,1,Análise da Demanda,2025-08-11,2025-08-20,9.0,Concluída,Equipe Técnica
EAP-2025-01421,ARP Bens,2,Complementação de Informações,2025-08-20,2025-08-25,5.0,Concluída,Equipe Técnica
EAP-2025-01421,ARP Bens,3,Elaboração do Edital,2025-08-25,2025-09-23,29.0,Concluída,Equipe Técnica
EAP-2025-01421,ARP Bens,4,Publicação do Edital,2025-09-23,2025-09-26,3.0,Concluída,Pregoeiro
EAP-2025-01421,ARP Bens,5,Prazo de Elaboração das Propostas,2025-09-26,2025-10-12,16.0,Concluída,Externo
EAP-2025-01421,ARP Bens,6,Sessão de Disputa,2025-10-12,2025-10-13,1.0,Concluída,Pregoeiro
EAP-2025-01421,ARP Bens,7,Habilitação,2025-10-13,2025-10-18,5.0,Concluída,Pregoeiro
EAP-2025-01421,ARP Bens,8,Declaração de Vencedor,2025-10-18,2025-10-22,4.0,Concluída,Pregoeiro
EAP-2025-01421,ARP Bens,9,Convocação para Assinatura,2025-10-22,2025-10-27,5.0,Concluída,Gestor do Contrato
EAP-2025-01421,ARP Bens,10,Assinatura do Contrato,2025-10-27,2025-10-30,3.0,Concluída,Ordenador
EAP-2022-01422,Contratação Direta por Limite de Valor,1,Análise de Conformidade,2022-06-21,2022-07-05,14.0,Concluída,Equipe Técnica
EAP-2022-01422,Contratação Direta por Limite de Valor,2,Complementação de Informações,2022-07-05,2022-07-07,2.0,Concluída,Equipe Técnica
EAP-2022-01422,Contratação Direta por Limite de Valor,3,Verificação de Documentação,2022-07-07,2022-07-09,2.0,Concluída,Equipe Técnica
EAP-2022-01422,Contratação Direta por Limite de Valor,4,Ratificação/Aprovação,2022-07-09,2022-07-11,2.0,Concluída,Ordenador
EAP-2022-01422,Contratação Direta por Limite de Valor,5,Convocação para Assinatura,2022-07-11,2022-07-12,1.0,Concluída,Gestor do Contrato
EAP-2022-01422,Contratação Direta por Limite de Valor,6,Assinatura do Contrato,2022-07-12,2022-07-15,3.0,Concluída,Ordenador
EAP-2022-01423,ARP Engenharia,1,Análise da Demanda,2022-07-15,2022-07-31,16.0,Concluída,Equipe Técnica
EAP-2022-01423,ARP Engenharia,2,Complementação de Informações,2022-07-31,2022-08-13,13.0,Concluída,Equipe Técnica
EAP-2022-01423,ARP Engenharia,3,Elaboração do Edital,2022-08-13,2022-10-05,53.0,Concluída,Equipe Técnica
EAP-2022-01423,ARP Engenharia,4,Publicação do Edital,2022-10-05,2022-10-06,1.0,Concluída,Pregoeiro
EAP-2022-01423,ARP Engenharia,5,Prazo de Elaboração das Propostas,2022-10-06,2022-10-16,10.0,Concluída,Externo
EAP-2022-01423,ARP Engenharia,6,Sessão de Disputa,2022-10-16,2022-10-17,1.0,Concluída,Pregoeiro
EAP-2022-01423,ARP Engenharia,7,Habilitação,2022-10-17,2022-10-24,7.0,Concluída,Pregoeiro
EAP-2022-01423,ARP Engenharia,8,Declaração de Vencedor,2022-10-24,2022-10-28,4.0,Concluída,Pregoeiro
EAP-2022-01423,ARP Engenharia,9,Convocação para Assinatura,2022-10-28,2022-11-13,16.0,Concluída,Gestor do Contrato
EAP-2022-01423,ARP Engenharia,10,Assinatura do Contrato,2022-11-13,2022-11-25,12.0,Concluída,Ordenador
EAP-2022-01424,Contratação Direta por Limite de Valor,1,Análise de Conformidade,2022-01-18,2022-01-25,7.0,Concluída,Equipe Técnica
EAP-2022-01424,Contratação Direta por Limite de Valor,2,Complementação de Informações,2022-01-25,2022-01-28,3.0,Concluída,Equipe Técnica
EAP-2022-01424,Contratação Direta por Limite de Valor,3,Verificação de Documentação,2022-01-28,2022-01-31,3.0,Concluída,Equipe Técnica
EAP-2022-01424,Contratação Direta por Limite de Valor,4,Ratificação/Aprovação,2022-01-31,2022-02-03,3.0,Concluída,Ordenador
EAP-2022-01424,Contratação Direta por Limite de Valor,5,Convocação para Assinatura,2022-02-03,2022-02-07,4.0,Concluída,Gestor do Contrato
EAP-2022-01424,Contratação Direta por Limite de Valor,6,Assinatura do Contrato,2022-02-07,2022-02-10,3.0,Concluída,Ordenador
