eap_id,eap_padrao,categoria_contratacao,modalidade,tipo_servico,objeto_resumido,unidade_demandante,valor_estimado,valor_contratado,dt_abertura,dt_assinatura,prazo_total_dias,num_etapas,fornecedor_vencedor_id,fornecedor_vencedor_nome,num_participantes,tem_intercorrencia,tipo_intercorrencia,status,urgencia,complexidade
EAP-2023-01139,Inexigibilidade,Inexigibilidade,Inexigibilidade,Marketing e Comunicação,Contratação de marketing e comunicação para DIREO,DIREO,50842.36,48466.07,2023-08-29,,,5,,,1,False,,Em Andamento,Normal,Média
EAP-2024-01140,Inexigibilidade,Inexigibilidade,Inexigibilidade,TI - Infraestrutura,Contratação de ti - infraestrutura para DIJUR,DIJUR,475046.04,446371.14,2024-02-10,2024-03-03,22.0,5,FORN-0006,Smart Segurança S.A.,1,False,,Concluído,Normal,Baixa
EAP-2022-01141,Contratação de Serviços,Licitação,Licitação Eletrônica,Marketing e Comunicação,Contratação de marketing e comunicação para DIRIS,DIRIS,9582.48,,2022-02-21,,,10,,,6,True,Diligência TCU,Cancelado,Urgente,Baixa
EAP-2024-01142,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para SUREF-BA,SUREF-BA,707408.66,543461.15,2024-02-22,2024-06-12,111.0,10,FORN-0293,Elite Consultoria EPP,6,False,,Concluído,Normal,Alta
EAP-2023-01143,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIMAP,DIMAP,203242.76,185000.01,2023-07-20,2023-08-23,34.0,6,FORN-0191,Smart Serviços ME,2,False,,Concluído,Normal,Alta
EAP-2022-01144,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Licenciamento,Contratação de ti - licenciamento para DIREO,DIREO,484201.2,412153.82,2022-04-18,2022-07-12,85.0,10,FORN-0003,Sul Serviços ME,5,False,,Concluído,Normal,Média
EAP-2024-01145,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para SUREF-CE,SUREF-CE,79751.02,67234.65,2024-02-08,2024-06-25,138.0,10,FORN-0205,Omega Serviços Eireli,8,False,,Concluído,Normal,Baixa
EAP-2022-01146,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Engenharia - Manutenção,Contratação de engenharia - manutenção para SUREF-PR,SUREF-PR,317721.35,283357.7,2022-03-12,,,6,,,1,False,,Em Andamento,Urgente,Baixa
EAP-2022-01147,ARP Engenharia,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para SUREF-PE,SUREF-PE,374989.54,280762.17,2022-09-28,2023-01-20,114.0,10,FORN-0072,Master Manutenção EPP,4,False,,Concluído,Normal,Média
EAP-2024-01148,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Facilities - Vigilância,Contratação de facilities - vigilância para SUREF-PE,SUREF-PE,20880.89,19087.66,2024-01-08,2024-02-07,30.0,6,FORN-0004,Express Telecomunicações S.A.,1,False,,Concluído,Normal,Média
EAP-2024-01149,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Facilities - Limpeza,Contratação de facilities - limpeza para SUREF-SP,SUREF-SP,48579.95,44980.79,2024-03-31,2024-05-02,32.0,6,FORN-0224,Leste Gestão EPP,1,False,,Concluído,Normal,Média
EAP-2023-01150,Contratação de Serviços,Licitação,Licitação Eletrônica,Marketing e Comunicação,Contratação de marketing e comunicação para DIMAC,DIMAC,182523.37,143917.67,2023-03-01,2023-05-24,84.0,10,FORN-0294,Delta Construções S.A.,10,False,,Concluído,Urgente,Baixa
EAP-2025-01151,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para DILOG,DILOG,419482.27,,2025-08-13,,,10,,,2,False,,Cancelado,Urgente,Baixa
EAP-2022-01152,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DILOG,DILOG,251090.08,213292.84,2022-03-28,2022-07-21,115.0,10,FORN-0071,Smart Limpeza Ltda,6,True,Certame Fracassado,Concluído,Normal,Média
EAP-2025-01153,Contratação de Serviços,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para CENOP-SP,CENOP-SP,776583.24,691224.86,2025-07-23,2025-10-13,82.0,10,FORN-0202,Pro Limpeza S.A.,5,False,,Concluído,Normal,Média
EAP-2024-01154,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para SUREF-PE,SUREF-PE,455936.87,324965.74,2024-04-29,2024-08-26,119.0,10,FORN-0191,Smart Serviços ME,9,True,Pedido de Esclarecimento,Concluído,Normal,Média
EAP-2025-01155,Contratação de Serviços,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para DIMAC,DIMAC,32278.15,24726.24,2025-04-06,,,10,,,6,False,,Em Andamento,Normal,Média
EAP-2025-01156,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para SUREF-BA,SUREF-BA,823430.42,751982.79,2025-02-13,2025-06-04,111.0,10,FORN-0268,Fast Sistemas Eireli,7,False,,Concluído,Normal,Média
EAP-2023-01157,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Licenciamento,Contratação de ti - licenciamento para DISEC,DISEC,754481.36,632196.46,2023-02-05,2023-05-15,99.0,10,FORN-0006,Smart Segurança S.A.,4,False,,Concluído,Normal,Baixa
EAP-2024-01158,Inexigibilidade,Inexigibilidade,Inexigibilidade,TI - Infraestrutura,Contratação de ti - infraestrutura para DIRIS,DIRIS,151386.42,136948.03,2024-07-13,,,5,,,1,True,Diligência TCU,Em Andamento,Normal,Baixa
EAP-2024-01159,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Facilities - Vigilância,Contratação de facilities - vigilância para DILOG,DILOG,23380.24,22502.72,2024-03-04,2024-04-03,30.0,6,FORN-0005,Sul Construções ME,2,False,,Concluído,Urgente,Baixa
EAP-2023-01160,Contratação de Serviços,Licitação,Licitação Eletrônica,Treinamento e Capacitação,Contratação de treinamento e capacitação para SUREF-RS,SUREF-RS,107427.6,100774.56,2023-09-04,2023-12-10,97.0,10,FORN-0206,Top Serviços Ltda,5,False,,Concluído,Normal,Baixa
EAP-2023-01161,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Licenciamento,Contratação de ti - licenciamento para SUREF-BA,SUREF-BA,135097.44,115432.08,2023-04-16,2023-07-05,80.0,10,FORN-0006,Smart Segurança S.A.,8,False,,Concluído,Normal,Média
EAP-2022-01162,Contratação de Serviços,Licitação,Licitação Eletrônica,Facilities - Recepção,Contratação de facilities - recepção para DIRIS,DIRIS,143684.67,138377.84,2022-01-26,2022-06-23,148.0,10,FORN-0200,Net Telecomunicações ME,3,True,Certame Deserto,Concluído,Normal,Média
EAP-2025-01163,Contratação de Serviços,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para DIGER,DIGER,424092.52,398532.65,2025-05-17,2025-08-22,97.0,10,FORN-0256,Fast Manutenção EPP,10,False,,Concluído,Normal,Alta
EAP-2022-01164,Contratação de Serviços,Licitação,Licitação Eletrônica,Material de Escritório,Contratação de material de escritório para CENOP-RECIFE,CENOP-RECIFE,1653038.74,1555260.4,2022-08-08,2022-11-18,102.0,10,FORN-0026,Ultra Transporte ME,5,False,,Concluído,Urgente,Alta
EAP-2023-01165,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Marketing e Comunicação,Contratação de marketing e comunicação para DITEC,DITEC,60349.66,53512.01,2023-09-14,2023-11-01,48.0,6,FORN-0050,Elite Logística S.A.,2,False,,Concluído,Normal,Baixa
EAP-2024-01166,ARP Bens,Licitação,Licitação Eletrônica,TI - Licenciamento,Contratação de ti - licenciamento para DICOM,DICOM,2341885.51,2209001.27,2024-05-16,2024-08-03,79.0,10,FORN-0003,Sul Serviços ME,2,False,,Concluído,Normal,Média
EAP-2022-01167,Contratação de Serviços,Licitação,Licitação Eletrônica,Segurança Patrimonial,Contratação de segurança patrimonial para DIRIS,DIRIS,254158.29,218847.22,2022-03-13,2022-06-16,95.0,10,FORN-0007,Fast Transporte Eireli,7,False,,Concluído,Normal,Baixa
EAP-2023-01168,ARP Engenharia,Licitação,Licitação Eletrônica,Segurança Patrimonial,Contratação de segurança patrimonial para CENOP-RJ,CENOP-RJ,74533.41,70006.87,2023-02-24,2023-08-14,171.0,10,FORN-0015,Fast Limpeza Eireli,7,True,Impugnação ao Edital,Concluído,Normal,Baixa
EAP-2023-01169,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Consultoria - Jurídica,Contratação de consultoria - jurídica para SUREF-CE,SUREF-CE,184419.1,172446.99,2023-04-26,2023-05-22,26.0,6,FORN-0003,Sul Serviços ME,2,False,,Concluído,Normal,Baixa
EAP-2024-01170,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Material de Escritório,Contratação de material de escritório para SUREF-RS,SUREF-RS,88253.54,79532.98,2024-09-09,2024-10-25,46.0,6,FORN-0001,Express Engenharia Ltda,1,True,Questionamento de Preço,Concluído,Normal,Média
EAP-2022-01171,ARP Engenharia,Licitação,Licitação Eletrônica,Marketing e Comunicação,Contratação de marketing e comunicação para DIMAP,DIMAP,121096.66,114452.79,2022-01-28,,,10,,,3,False,,Em Andamento,Emergencial,Alta
EAP-2023-01172,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Facilities - Limpeza,Contratação de facilities - limpeza para SUREF-PE,SUREF-PE,2460693.04,2150306.97,2023-07-31,2023-09-20,51.0,6,FORN-0195,Central Tecnologia Eireli,1,False,,Concluído,Emergencial,Baixa
EAP-2024-01173,ARP Bens,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para SUREF-PE,SUREF-PE,2136959.52,2074580.32,2024-07-06,2024-09-18,74.0,10,FORN-0023,Mega Transporte Ltda,3,False,,Concluído,Urgente,Alta
EAP-2025-01174,Contratação de Serviços,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para DICRE,DICRE,127202.6,112535.54,2025-02-18,2025-05-26,97.0,10,FORN-0112,Leste Soluções Ltda,8,False,,Concluído,Normal,Média
EAP-2024-01175,ARP Bens,Licitação,Licitação Eletrônica,Facilities - Vigilância,Contratação de facilities - vigilância para DIRIS,DIRIS,3037494.17,2854910.97,2024-01-16,2024-05-08,113.0,10,FORN-0005,Sul Construções ME,7,True,Revisão de Edital,Concluído,Urgente,Média
EAP-2025-01176,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Infraestrutura,Contratação de ti - infraestrutura para DIOPE,DIOPE,1402768.74,1363399.95,2025-09-10,2025-10-08,28.0,6,FORN-0120,Max Serviços Ltda,2,False,,Concluído,Normal,Média
EAP-2025-01177,ARP Engenharia,Licitação,Licitação Eletrônica,Logística - Armazenagem,Contratação de logística - armazenagem para DIFIN,DIFIN,8769.85,7042.39,2025-04-03,,,10,,,6,False,,Em Andamento,Normal,Média
EAP-2025-01178,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para SUREF-SP,SUREF-SP,890731.08,736266.77,2025-10-15,2026-01-05,82.0,10,FORN-0198,Master Segurança Eireli,8,False,,Concluído,Normal,Baixa
EAP-2025-01179,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Facilities - Limpeza,Contratação de facilities - limpeza para DIOPE,DIOPE,39454.14,38630.87,2025-08-14,2025-09-10,27.0,6,FORN-0085,Global Administração EPP,2,False,,Concluído,Urgente,Média
EAP-2025-01180,ARP Bens,Licitação,Licitação Eletrônica,Facilities - Recepção,Contratação de facilities - recepção para CENOP-RECIFE,CENOP-RECIFE,141707.42,112060.3,2025-07-04,2025-10-18,106.0,10,FORN-0200,Net Telecomunicações ME,9,True,Revisão de Edital,Concluído,Normal,Média
EAP-2023-01181,ARP Bens,Licitação,Licitação Eletrônica,Facilities - Vigilância,Contratação de facilities - vigilância para DIRES,DIRES,5000.0,3873.18,2023-02-26,2023-05-30,93.0,10,FORN-0015,Fast Limpeza Eireli,7,False,,Concluído,Normal,Alta
EAP-2024-01182,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIREO,DIREO,572986.95,488829.58,2024-10-23,2024-11-14,22.0,6,FORN-0178,Mega Consultoria EPP,1,False,,Concluído,Normal,Baixa
EAP-2025-01183,Contratação de Serviços,Licitação,Licitação Eletrônica,Logística - Armazenagem,Contratação de logística - armazenagem para DIJUR,DIJUR,504829.3,382913.91,2025-11-01,2026-02-15,106.0,10,FORN-0271,Elite Transporte S.A.,7,False,,Concluído,Urgente,Média
EAP-2024-01184,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Infraestrutura,Contratação de ti - infraestrutura para DIGER,DIGER,135044.24,128149.32,2024-12-07,2025-01-07,31.0,6,FORN-0055,Inter Segurança Ltda,1,False,,Concluído,Normal,Média
EAP-2025-01185,ARP Bens,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para DIRES,DIRES,1100290.74,1023977.56,2025-11-22,,,10,,,4,True,Impugnação ao Edital,Em Andamento,Normal,Alta
EAP-2023-01186,ARP Bens,Licitação,Licitação Eletrônica,Marketing e Comunicação,Contratação de marketing e comunicação para SUREF-PE,SUREF-PE,37060.69,26455.07,2023-09-20,2023-12-12,83.0,10,FORN-0255,Norte Transporte S.A.,4,False,,Concluído,Normal,Média
EAP-2023-01187,Contratação de Serviços,Licitação,Licitação Eletrônica,Logística - Armazenagem,Contratação de logística - armazenagem para CENOP-DF,CENOP-DF,19042.17,17193.93,2023-01-27,2023-05-22,115.0,10,FORN-0091,Tech Transporte Eireli,6,True,Impugnação ao Edital,Concluído,Urgente,Média
EAP-2023-01188,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIMAC,DIMAC,927485.58,922352.11,2023-06-04,2023-07-07,33.0,6,FORN-0006,Smart Segurança S.A.,3,False,,Concluído,Normal,Média
EAP-2024-01189,Contratação Direta Exceto Limite de Valor,Contratação Direta,Contratação Direta,Consultoria - Gestão,Contratação de consultoria - gestão para DIGER,DIGER,42776.23,39537.23,2024-02-07,2024-03-18,40.0,6,FORN-0141,Norte Segurança S.A.,1,False,,Concluído,Normal,Média
EAP-2024-01190,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para SUREF-DF,SUREF-DF,1258651.53,895056.53,2024-10-03,2025-01-24,113.0,10,FORN-0099,Fast Engenharia ME,5,False,,Concluído,Normal,Alta
EAP-2025-01191,ARP Bens,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para DIGER,DIGER,150370.91,129179.98,2025-01-08,,,10,,,3,False,,Em Andamento,Normal,Média
EAP-2024-01192,Contratação de Serviços,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para SUREF-DF,SUREF-DF,896251.1,708904.09,2024-10-01,2024-12-14,74.0,10,FORN-0045,Brasil Engenharia ME,5,False,,Concluído,Normal,Média
EAP-2023-01193,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIMAC,DIMAC,76679.64,75410.19,2023-05-18,2023-08-23,97.0,10,FORN-0233,Mega Manutenção S.A.,2,False,,Concluído,Normal,Média
EAP-2024-01194,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Licenciamento,Contratação de ti - licenciamento para SUREF-PR,SUREF-PR,1281667.7,1147634.2,2024-08-19,2024-10-29,71.0,6,FORN-0006,Smart Segurança S.A.,2,True,Diligência TCU,Concluído,Urgente,Baixa
EAP-2022-01195,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para DICRE,DICRE,1889516.32,1535106.44,2022-07-14,2022-11-09,118.0,10,FORN-0015,Fast Limpeza Eireli,6,True,Certame Deserto,Concluído,Urgente,Média
EAP-2023-01196,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Licenciamento,Contratação de ti - licenciamento para SUREF-RJ,SUREF-RJ,547582.75,491667.26,2023-01-07,2023-04-04,87.0,10,FORN-0006,Smart Segurança S.A.,6,False,,Concluído,Normal,Média
EAP-2025-01197,ARP Engenharia,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para SUREF-MG,SUREF-MG,63272.38,45395.78,2025-08-31,2025-12-30,121.0,10,FORN-0084,Central Infraestrutura Eireli,5,False,,Concluído,Normal,Média
EAP-2023-01198,ARP Engenharia,Licitação,Licitação Eletrônica,Facilities - Recepção,Contratação de facilities - recepção para DIMAP,DIMAP,264148.46,219526.05,2023-08-24,,,10,,,7,False,,Em Andamento,Normal,Baixa
EAP-2024-01199,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIRES,DIRES,1066110.02,995038.97,2024-09-22,2025-02-14,145.0,10,FORN-0091,Tech Transporte Eireli,11,True,Diligência TCU,Concluído,Urgente,Baixa
EAP-2023-01200,Contratação de Serviços,Licitação,Licitação Eletrônica,Segurança Patrimonial,Contratação de segurança patrimonial para DIFIN,DIFIN,62944.94,53755.2,2023-04-03,2023-06-12,70.0,10,FORN-0015,Fast Limpeza Eireli,7,False,,Concluído,Urgente,Baixa
EAP-2025-01201,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIMAP,DIMAP,2937352.97,2521682.92,2025-12-06,2026-04-18,133.0,10,FORN-0285,Leste Construções ME,6,True,Certame Deserto,Concluído,Normal,Baixa
EAP-2024-01202,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Licenciamento,Contratação de ti - licenciamento para SUREF-SP,SUREF-SP,367355.81,281274.13,2024-01-21,2024-04-04,74.0,10,FORN-0006,Smart Segurança S.A.,7,False,,Concluído,Normal,Média
EAP-2024-01203,Contratação de Serviços,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para SUREF-PE,SUREF-PE,3047582.64,2166955.42,2024-01-25,,,10,,,4,False,,Em Andamento,Normal,Média
EAP-2022-01204,Contratação de Serviços,Licitação,Licitação Eletrônica,Facilities - Vigilância,Contratação de facilities - vigilância para SUREF-PE,SUREF-PE,32330.15,30495.33,2022-06-28,2022-10-11,105.0,10,FORN-0004,Express Telecomunicações S.A.,2,False,,Concluído,Urgente,Média
EAP-2024-01205,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Logística - Armazenagem,Contratação de logística - armazenagem para DIGER,DIGER,322039.41,,2024-11-04,,,6,,,2,False,,Cancelado,Normal,Baixa
EAP-2024-01206,ARP Bens,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DICOM,DICOM,647482.48,640319.42,2024-07-02,2024-09-13,73.0,10,FORN-0178,Mega Consultoria EPP,3,False,,Concluído,Normal,Baixa
EAP-2025-01207,Contratação de Serviços,Licitação,Licitação Eletrônica,Segurança Patrimonial,Contratação de segurança patrimonial para CENOP-RJ,CENOP-RJ,450706.76,338982.26,2025-09-06,2025-12-19,104.0,10,FORN-0007,Fast Transporte Eireli,5,True,Diligência TCU,Concluído,Normal,Baixa
EAP-2023-01208,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Logística - Transporte,Contratação de logística - transporte para DIRES,DIRES,186159.89,160415.62,2023-09-08,,,6,,,2,False,,Em Andamento,Normal,Baixa
EAP-2025-01209,Contratação de Serviços,Licitação,Licitação Eletrônica,Seguros,Contratação de seguros para SUREF-RJ,SUREF-RJ,100790.05,90486.68,2025-09-25,2025-12-07,73.0,10,FORN-0022,Smart Gestão Ltda,3,False,,Concluído,Normal,Média
EAP-2022-01210,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para CENOP-RJ,CENOP-RJ,36402.49,32387.11,2022-10-08,2023-01-30,114.0,10,FORN-0068,Net Gestão Eireli,7,False,,Concluído,Normal,Média
EAP-2023-01211,ARP Bens,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para SUREF-SP,SUREF-SP,652167.95,609162.38,2023-03-15,2023-06-29,106.0,10,FORN-0286,Sul Telecomunicações Ltda,4,True,Diligência TCU,Concluído,Urgente,Baixa
EAP-2022-01212,ARP Bens,Licitação,Licitação Eletrônica,Facilities - Vigilância,Contratação de facilities - vigilância para SUREF-DF,SUREF-DF,22648.56,17893.83,2022-09-18,2022-11-26,69.0,10,FORN-0005,Sul Construções ME,4,False,,Concluído,Normal,Média
EAP-2024-01213,ARP Bens,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para SUREF-SP,SUREF-SP,1215671.08,1038046.58,2024-11-17,2025-02-26,101.0,10,FORN-0183,Fast Limpeza EPP,4,True,Certame Deserto,Concluído,Urgente,Média
EAP-2023-01214,ARP Bens,Licitação,Licitação Eletrônica,Seguros,Contratação de seguros para DIJUR,DIJUR,172018.65,125932.37,2023-06-22,2023-09-30,100.0,10,FORN-0028,Smart Digital ME,6,False,,Concluído,Normal,Média
EAP-2022-01215,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Logística - Transporte,Contratação de logística - transporte para DIGER,DIGER,5000.0,4721.7,2022-02-26,2022-03-29,31.0,6,FORN-0192,Global Gestão Ltda,2,False,,Concluído,Normal,Alta
EAP-2022-01216,ARP Engenharia,Licitação,Licitação Eletrônica,Facilities - Vigilância,Contratação de facilities - vigilância para SUREF-CE,SUREF-CE,67077.66,56432.23,2022-09-18,2023-01-24,128.0,10,FORN-0004,Express Telecomunicações S.A.,6,False,,Concluído,Urgente,Média
EAP-2025-01217,ARP Bens,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para DICRE,DICRE,46990.3,41757.28,2025-08-16,,,10,,,5,False,,Em Andamento,Normal,Baixa
EAP-2022-01218,ARP Bens,Licitação,Licitação Eletrônica,Logística - Transporte,Contratação de logística - transporte para CENOP-SP,CENOP-SP,23702.02,22371.12,2022-06-03,2022-10-05,124.0,10,FORN-0034,Master Sistemas EPP,4,True,Recurso Administrativo,Concluído,Urgente,Baixa
EAP-2024-01219,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para DIPES,DIPES,1114009.3,824813.25,2024-03-16,2024-07-04,110.0,10,FORN-0168,Mega Digital Eireli,11,True,Revisão de Edital,Concluído,Urgente,Alta
EAP-2024-01220,ARP Engenharia,Licitação,Licitação Eletrônica,Facilities - Recepção,Contratação de facilities - recepção para SUREF-SP,SUREF-SP,102904.16,77532.29,2024-11-13,2025-03-28,135.0,10,FORN-0287,Central Segurança Eireli,7,False,,Concluído,Urgente,Média
EAP-2025-01221,ARP Bens,Licitação,Licitação Eletrônica,Logística - Armazenagem,Contratação de logística - armazenagem para SUREF-DF,SUREF-DF,199155.57,191782.96,2025-03-21,2025-06-18,89.0,10,FORN-0131,Sol Administração S.A.,2,True,Revisão de Edital,Concluído,Normal,Média
EAP-2023-01222,Contratação de Serviços,Licitação,Licitação Eletrônica,TI - Infraestrutura,Contratação de ti - infraestrutura para DIMAC,DIMAC,394439.96,307465.23,2023-05-31,2023-08-21,82.0,10,FORN-0263,Omega Serviços ME,8,False,,Concluído,Normal,Alta
EAP-2023-01223,ARP Bens,Licitação,Licitação Eletrônica,Engenharia - Manutenção,Contratação de engenharia - manutenção para DISEC,DISEC,446360.61,380953.83,2023-05-06,2023-07-18,73.0,10,FORN-0145,Alpha Gestão S.A.,5,False,,Concluído,Normal,Média
EAP-2025-01224,ARP Bens,Licitação,Licitação Eletrônica,Treinamento e Capacitação,Contratação de treinamento e capacitação para DIPES,DIPES,38912.51,28444.82,2025-05-09,2025-07-28,80.0,10,FORN-0072,Master Manutenção EPP,4,False,,Concluído,Urgente,Média
EAP-2025-01225,Contratação de Serviços,Licitação,Licitação Eletrônica,Marketing e Comunicação,Contratação de marketing e comunicação para DICOM,DICOM,318983.57,,2025-11-08,,,10,,,6,False,,Cancelado,Urgente,Média
EAP-2022-01226,Inexigibilidade,Inexigibilidade,Inexigibilidade,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIFIN,DIFIN,3586810.06,3445832.23,2022-08-29,2022-10-03,35.0,5,FORN-0127,Ultra Administração EPP,1,False,,Concluído,Normal,Média
EAP-2025-01227,ARP Engenharia,Licitação,Licitação Eletrônica,Engenharia - Obras,Contratação de engenharia - obras para CENOP-DF,CENOP-DF,178751.5,161055.8,2025-08-19,,,10,,,9,False,,Em Andamento,Normal,Baixa
EAP-2024-01228,ARP Engenharia,Licitação,Licitação Eletrônica,TI - Desenvolvimento,Contratação de ti - desenvolvimento para SUREF-RS,SUREF-RS,120576.07,111123.41,2024-07-29,2024-11-26,120.0,10,FORN-0198,Master Segurança Eireli,5,False,,Concluído,Normal,Baixa
EAP-2025-01229,ARP Bens,Licitação,Licitação Eletrônica,Segurança Patrimonial,Contratação de segurança patrimonial para DIGER,DIGER,298165.9,211555.48,2025-02-01,2025-04-26,84.0,10,FORN-0015,Fast Limpeza Eireli,4,False,,Concluído,Normal,Baixa
EAP-2024-01230,ARP Bens,Licitação,Licitação Eletrônica,Marketing e Comunicação,Contratação de marketing e comunicação para DIPES,DIPES,24913.97,19829.14,2024-10-10,2024-12-16,67.0,10,FORN-0053,Sol Consultoria Ltda,10,False,,Concluído,Normal,Média
EAP-2022-01231,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,Marketing e Comunicação,Contratação de marketing e comunicação para DIPES,DIPES,478949.29,462128.46,2022-04-15,2022-05-19,34.0,6,FORN-0111,Global Gestão S.A.,1,False,,Concluído,Normal,Baixa
EAP-2022-01232,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIFIN,DIFIN,84695.74,73944.29,2022-09-09,2022-10-14,35.0,6,FORN-0276,Super Logística ME,2,False,,Concluído,Normal,Baixa
EAP-2023-01233,Contratação de Serviços,Licitação,Licitação Eletrônica,Segurança Patrimonial,Contratação de segurança patrimonial para SUREF-MG,SUREF-MG,76982.95,64863.86,2023-07-04,2023-11-16,135.0,10,FORN-0015,Fast Limpeza Eireli,5,True,Recurso Administrativo,Concluído,Normal,Baixa
EAP-2025-01234,Inexigibilidade,Inexigibilidade,Inexigibilidade,Engenharia - Manutenção,Contratação de engenharia - manutenção para SUREF-DF,SUREF-DF,714664.45,614827.34,2025-03-06,,,5,,,1,True,Complementação de Justificativa,Em Andamento,Normal,Baixa
EAP-2025-01235,Contratação Direta por Limite de Valor,Contratação Direta,Contratação Direta,TI - Desenvolvimento,Contratação de ti - desenvolvimento para DIJUR,DIJUR,593124.83,504713.92,2025-06-20,,,6,,,3,False,,Em Andamento,Normal,Média
EAP-2023-01236,ARP Engenharia,Licitação,Licitação Eletrônica,Facilities - Limpeza,Contratação de facilities - limpeza para DISEC,DISEC,83384.02,72855.93,2023-03-27,2023-08-26,152.0,10,FORN-0025,Express Soluções Ltda,8,True,Diligência TCU,Concluído,Emergencial,Baixa
EAP-2025-01237,ARP Bens,Licitação,Licitação Eletrônica,Consultoria - Jurídica,Contratação de consultoria - jurídica para SUREF-CE,SUREF-CE,117117.22,101234.18,2025-06-11,2025-09-13,94.0,10,FORN-0003,Sul Serviços ME,3,False,,Concluído,Normal,Baixa
